User-ID,Age
1565,66.0
1566,18.0
1567,47.0
1568,53.0
1569,32.0
1570,24.0
1571,28.0
1572,28.0
1573,34.0
1574,56.0
1575,46.0
1576,83.0
1577,23.0
1578,39.0
1579,27.0
1580,52.0
1581,33.0
1582,25.0
1583,37.0
1584,24.0
1585,22.0
1586,17.0
1587,50.0
1588,35.0
1589,34.0
1590,46.0
1591,16.0
1592,34.0
1593,17.0
1594,40.0
1595,21.0
1596,24.0
1597,35.0
1598,16.0
1599,35.0
1600,21.0
1601,44.0
1602,58.0
1603,21.0
1604,52.0
1605,66.0
1606,53.0
1607,29.0
1608,27.0
1609,20.0
1610,59.0
1611,44.0
1612,47.0
1613,30.0
1614,30.0
1615,37.0
1616,15.0
1617,39.0
1618,51.0
1619,71.0
1620,19.0
1621,34.0
1622,47.0
1623,44.0
1624,19.0
1625,32.0
1626,27.0
1627,52.0
1628,37.0
1629,41.0
1630,50.0
1631,25.0
1632,26.0
1633,18.0
1634,21.0
1635,39.0
1636,51.0
1637,49.0
1638,46.0
1639,54.0
1640,23.0
1641,26.0
1642,42.0
1643,22.0
1644,30.0
1645,27.0
1646,56.0
1647,20.0
1648,36.0
1649,28.0
1650,73.0
1651,20.0
1652,30.0
1653,33.0
1654,43.0
1655,27.0
1656,34.0
1657,26.0
1658,28.0
1659,50.0
1660,32.0
1661,34.0
1662,41.0
1663,32.0
1664,35.0
1665,25.0
1666,46.0
1667,36.0
1668,53.0
1669,44.0
1670,20.0
1671,21.0
1672,16.0
1673,22.0
1674,47.0
1675,18.0
1676,18.0
1677,36.0
1678,19.0
1679,30.0
1680,37.0
1681,46.0
1682,49.0
1683,24.0
1684,37.0
1685,23.0
1686,26.0
1687,68.0
1688,13.0
1689,26.0
1690,47.0
1691,44.0
1692,18.0
1693,38.0
1694,54.0
1695,26.0
1696,27.0
1697,26.0
1698,28.0
1699,59.0
1700,36.0
1701,35.0
1702,29.0
1703,29.0
1704,49.0
1705,35.0
1706,26.0
1707,20.0
1708,34.0
1709,25.0
1710,15.0
1711,23.0
1712,46.0
1713,45.0
1714,19.0
1715,33.0
1716,22.0
1717,39.0
1718,41.0
1719,19.0
1720,43.0
1721,43.0
1722,33.0
1723,53.0
1724,17.0
1725,37.0
1726,26.0
1727,21.0
1728,24.0
1729,26.0
1730,20.0
1731,30.0
1732,46.0
1733,18.0
1734,22.0
1735,32.0
1736,27.0
1737,20.0
1738,22.0
1739,20.0
1740,32.0
1741,30.0
1742,34.0
1743,34.0
1744,44.0
1745,27.0
1746,18.0
1747,20.0
1748,22.0
1749,22.0
1750,25.0
1751,25.0
1752,49.0
1753,40.0
1754,28.0
1755,59.0
1756,30.0
1757,43.0
1758,31.0
1759,55.0
1760,28.0
1761,33.0
1762,29.0
1763,31.0
1764,63.0
1765,24.0
1766,56.0
1767,32.0
1768,23.0
1769,71.0
1770,34.0
1771,58.0
1772,32.0
1773,47.0
1774,50.0
1775,29.0
1776,57.0
1777,46.0
1778,34.0
1779,60.0
1780,30.0
1781,28.0
1782,26.0
1783,25.0
1784,34.0
1785,31.0
1786,26.0
1787,34.0
1788,25.0
1789,28.0
1790,17.0
1791,18.0
1792,45.0
1793,22.0
1794,19.0
1795,18.0
1796,61.0
1797,21.0
1798,20.0
1799,26.0
1800,17.0
1801,41.0
1802,21.0
1803,60.0
1804,29.0
1805,18.0
1806,17.0
1807,34.0
1808,19.0
1809,18.0
1810,32.0
1811,25.0
1812,35.0
1813,20.0
1814,24.0
1815,37.0
1816,34.0
1817,27.0
1818,41.0
1819,21.0
1820,20.0
1821,40.0
1822,45.0
1823,31.0
1824,28.0
1825,29.0
1826,30.0
1827,25.0
1828,15.0
1829,23.0
1830,34.0
1831,27.0
1832,30.0
1833,16.0
1834,29.0
1835,18.0
1836,31.0
1837,33.0
1838,24.0
1839,30.0
1840,44.0
1841,19.0
1842,57.0
1843,27.0
1844,29.0
1845,21.0
1846,29.0
1847,15.0
1848,23.0
1849,60.0
1850,62.0
1851,16.0
1852,47.0
1853,56.0
1854,26.0
1855,21.0
1856,20.0
1857,25.0
1858,23.0
1859,27.0
1860,33.0
1861,46.0
1862,19.0
1863,34.0
1864,42.0
1865,28.0
1866,65.0
1867,27.0
1868,42.0
1869,25.0
1870,22.0
1871,33.0
1872,33.0
1873,23.0
1874,20.0
1875,46.0
1876,27.0
1877,19.0
1878,28.0
1879,27.0
1880,35.0
1881,30.0
1882,18.0
1883,34.0
1884,40.0
1885,28.0
1886,38.0
1887,26.0
1888,33.0
1889,34.0
1890,29.0
1891,32.0
1892,34.0
1893,36.0
1894,51.0
1895,50.0
1896,30.0
1897,21.0
1898,23.0
1899,39.0
1900,34.0
1901,15.0
1902,42.0
1903,17.0
1904,32.0
1905,26.0
1906,32.0
1907,16.0
1908,24.0
1909,35.0
1910,30.0
1911,44.0
1912,32.0
1913,34.0
1914,22.0
1915,21.0
1916,19.0
1917,21.0
1918,18.0
1919,24.0
1920,29.0
1921,17.0
1922,29.0
1923,24.0
1924,20.0
1925,36.0
1926,20.0
1927,38.0
1928,30.0
1929,42.0
1930,38.0
1931,21.0
1932,23.0
1933,35.0
1934,20.0
1935,24.0
1936,19.0
1937,18.0
1938,37.0
1939,22.0
1940,30.0
1941,25.0
1942,21.0
1943,36.0
1944,33.0
1945,48.0
1946,15.0
1947,55.0
1948,17.0
1949,53.0
1950,39.0
1951,18.0
1952,57.0
1953,35.0
1954,22.0
1955,22.0
1956,27.0
1957,23.0
1958,41.0
1959,20.0
1960,33.0
1961,43.0
1962,27.0
1963,28.0
1964,44.0
1965,25.0
1966,20.0
1967,17.0
1968,18.0
1969,52.0
1970,21.0
1971,27.0
1972,20.0
1973,37.0
1974,45.0
1975,42.0
1976,21.0
1977,27.0
1978,61.0
1979,49.0
1980,21.0
1981,47.0
1982,44.0
1983,55.0
1984,29.0
1985,36.0
1986,31.0
1987,23.0
1988,53.0
1989,52.0
1990,19.0
1991,15.0
1992,23.0
1993,43.0
1994,14.0
1995,38.0
1996,29.0
1997,19.0
1998,32.0
1999,63.0
2000,36.0
2001,49.0
2002,24.0
2003,19.0
2004,26.0
2005,23.0
2006,30.0
2007,22.0
2008,61.0
2009,51.0
2010,20.0
2011,54.0
2012,45.0
2013,25.0
2014,22.0
2015,37.0
2016,41.0
2017,49.0
2018,60.0
2019,54.0
2020,47.0
2021,25.0
2022,15.0
2023,34.0
2024,22.0
2025,62.0
2026,21.0
2027,36.0
2028,61.0
2029,24.0
2030,20.0
2031,23.0
2032,42.0
2033,26.0
2034,23.0
2035,19.0
2036,58.0
2037,21.0
2038,23.0
2039,29.0
2040,29.0
2041,21.0
2042,29.0
2043,30.0
2044,60.0
2045,29.0
2046,25.0
2047,26.0
2048,30.0
2049,47.0
2050,26.0
2051,27.0
2052,22.0
2053,16.0
2054,45.0
2055,17.0
2056,25.0
2057,13.0
2058,42.0
2059,49.0
2060,32.0
2061,21.0
2062,23.0
2063,18.0
2064,55.0
2065,21.0
2066,21.0
2067,32.0
2068,29.0
2069,25.0
2070,27.0
2071,25.0
2072,32.0
2073,49.0
2074,32.0
2075,16.0
2076,20.0
2077,29.0
2078,35.0
2079,21.0
2080,16.0
2081,34.0
2082,14.0
2083,53.0
2084,18.0
2085,14.0
2086,21.0
2087,28.0
2088,27.0
2089,20.0
2090,50.0
2091,39.0
2092,19.0
2093,37.0
2094,18.0
2095,47.0
2096,58.0
2097,38.0
2098,26.0
2099,21.0
2100,24.0
2101,48.0
2102,45.0
2103,47.0
2104,20.0
2105,26.0
2106,22.0
2107,38.0
2108,36.0
2109,49.0
2110,28.0
2111,32.0
2112,35.0
2113,66.0
2114,30.0
2115,28.0
2116,32.0
2117,36.0
2118,37.0
2119,23.0
2120,24.0
2121,35.0
2122,26.0
2123,36.0
2124,49.0
2125,60.0
2126,41.0
2127,21.0
2128,46.0
2129,13.0
2130,15.0
2131,55.0
2132,41.0
2133,23.0
2134,32.0
2135,30.0
2136,46.0
2137,29.0
2138,57.0
2139,42.0
