User_Idx,Book_Idx,Book-Rating
166035,51896,8
166035,244217,8
166036,244218,7
166036,63161,6
166036,241361,9
166036,244219,8
166036,244220,6
166036,244221,9
166036,79203,5
166036,62855,5
166041,9263,10
166043,787,7
166048,28951,8
166048,244222,10
166048,2618,10
166048,19839,5
166048,138174,8
166048,244223,4
166051,12722,8
166057,113093,8
166061,95831,6
166064,5051,10
166064,2210,9
166064,18374,8
166072,124859,7
166072,26703,5
166072,38311,5
166072,35894,6
166072,2388,7
166072,244225,5
166072,244226,4
166072,244227,5
166072,61617,7
166072,119001,8
166072,129364,6
166072,6965,7
166072,4976,7
166072,3166,7
166072,56415,5
166072,49937,6
166072,44185,6
166072,4964,8
166072,87303,5
166072,35849,7
166072,244228,7
166072,27603,5
166072,7872,7
166072,15273,6
166072,61524,6
166072,13243,5
166072,21156,7
166072,85161,6
166072,239,7
166072,63618,6
166072,90618,5
166075,13945,7
166076,1518,4
166076,57401,5
166076,244230,6
166078,128994,7
166078,244232,9
166078,32157,8
166078,50948,8
166078,7651,7
166078,61245,10
166078,7868,9
166078,14479,9
166078,21016,8
166085,5604,10
166085,55035,7
166089,53625,7
166090,6806,9
166091,73764,8
166091,63543,4
166092,42813,8
166095,10519,10
166095,166,10
166095,165200,9
166095,31389,10
166095,13659,10
166095,30712,10
166095,15555,10
166095,475,10
166095,44444,10
166095,55344,10
166097,31760,8
166097,68796,8
166097,29215,8
166097,31213,8
166097,35441,8
166097,178321,8
166097,3748,9
166097,20022,9
166097,39449,9
166097,26072,8
166097,9956,8
166097,77571,8
166097,244256,8
166097,244257,8
166097,133886,6
166097,193669,9
166097,244258,8
166097,136771,9
166097,244259,8
166097,244260,9
166097,92429,9
166097,178200,9
166097,29288,9
166097,143092,9
166097,35452,8
166097,80280,7
166097,235,10
166097,244261,9
166097,244262,8
166097,244263,7
166097,244264,8
166097,114674,8
166097,38080,8
166097,132310,8
166097,133902,8
166097,114673,8
166097,31249,8
166097,38049,8
166097,59806,8
166097,196215,8
166097,244265,7
166097,244266,8
166097,244267,8
166097,244268,7
166097,140919,10
166097,244269,7
166097,244270,9
166097,99052,9
166097,77949,9
166098,66504,7
166108,11390,6
166108,244272,8
166111,7481,6
166111,4433,10
166111,104594,7
166113,4998,7
166118,6301,9
166121,243342,9
166124,5615,7
166127,13211,7
166127,10168,4
166144,19914,6
166145,401,8
166145,134,5
166147,38523,9
166161,24093,9
166165,128222,5
166165,244277,5
166165,244278,7
166165,244279,6
166174,10552,1
166174,553,8
166174,244281,5
166176,61378,10
166182,244282,6
166182,244283,8
166182,512,7
166182,5563,4
166182,739,7
166182,2599,6
166182,5925,5
166182,24943,4
166182,63759,5
166182,35423,4
166183,244288,5
166191,14075,8
166210,3711,10
166210,244290,8
166210,104050,10
166210,33300,7
166210,659,9
166210,244292,8
166210,244293,8
166210,103987,6
166210,177266,8
166210,244294,7
166210,25560,8
166210,19124,10
166210,53086,10
166210,244296,10
166210,77625,8
166210,818,8
166210,1969,10
166210,244299,9
166210,270,9
166210,35942,8
166210,4466,9
166210,53152,9
166210,2529,9
166210,1776,9
166210,470,9
166210,735,8
166210,769,8
166210,59497,7
166210,244303,7
166210,19148,7
166210,244305,10
166210,1740,9
166210,111251,8
166210,15886,9
166210,4024,8
166210,15746,9
166210,20854,7
166210,21811,5
166210,1759,7
166210,15450,8
166210,7622,9
166210,41132,8
166210,5358,10
166210,157467,5
166210,129191,8
166210,23173,9
166210,7271,8
166210,30764,10
166210,4399,10
166210,77879,8
166210,58270,8
166210,1477,8
166210,10015,10
166210,8619,6
166210,92024,10
166210,244307,9
166210,244308,8
166210,84955,8
166210,7785,9
166210,9469,10
166210,1201,10
166210,22488,10
166210,13655,9
166210,23443,9
166210,64742,8
166210,46262,5
166210,74876,8
166210,27767,8
166210,184281,8
166210,67188,9
166210,23275,8
166210,95738,8
166210,10370,8
166210,62366,10
166210,19940,10
166210,1596,9
166210,9498,5
166210,101438,8
166210,111149,8
166210,244314,8
166210,16590,8
166210,14723,9
166210,753,8
166210,2756,9
166210,21468,9
166210,55177,9
166210,1186,8
166210,18374,10
166210,64750,7
166210,10487,10
166210,244315,8
166210,172980,9
166210,244317,8
166210,44571,10
166210,85411,5
166210,3595,10
166210,26537,10
166210,7683,8
166210,11352,8
166210,20435,10
166210,102184,10
166210,15048,10
166210,19545,10
166210,18503,10
166210,4913,10
166210,34016,8
166210,20434,10
166210,244321,10
166210,7479,7
166210,244322,10
166210,244323,10
166210,67673,8
166210,166913,10
166210,198487,10
166210,10367,6
166210,244327,10
166210,19304,10
166210,71004,6
166210,20351,8
166210,244330,9
166210,16580,10
166210,100037,9
166210,9735,7
166210,34969,8
166210,244332,5
166210,244333,5
166210,107715,5
166210,244335,5
166210,38971,8
166210,244337,7
166210,244338,7
166210,22757,10
166210,131382,10
166210,94929,10
166210,244339,9
166210,17359,10
166210,244341,10
166210,77844,7
166210,244344,10
166210,142916,10
166210,97853,10
166210,244345,7
166210,181314,7
166210,136101,7
166210,244347,8
166210,24933,7
166212,79179,8
166213,244348,7
166214,1795,8
166215,2660,10
166215,2661,10
166215,2632,10
166215,25077,10
166217,68920,5
166217,406,7
166217,3870,5
166217,2388,5
166217,5975,7
166217,234672,5
166217,92015,7
166217,118,7
166225,2887,7
166225,5027,7
166225,7001,8
166225,8242,8
166225,188732,9
166227,2171,5
166228,95825,8
166228,8048,10
166229,23512,8
166230,5609,5
166233,27010,6
166233,157221,8
166233,65474,6
166233,244351,7
166233,24983,7
166233,12619,7
166233,52343,8
166233,151321,8
166233,4333,8
166233,78678,7
166233,123445,9
166233,28027,7
166233,11330,5
166233,105624,8
166233,89571,8
166233,244359,7
166233,244360,8
166233,244361,6
166233,55885,7
166233,15650,10
166233,244362,6
166233,244363,6
166233,244364,10
166233,244365,9
166233,244367,10
166233,244369,7
166233,244370,5
166233,8671,8
166233,43328,7
166233,244372,7
166233,244373,6
166233,137751,7
166233,244375,9
166233,63264,7
166238,67665,8
166253,4356,8
166254,73459,8
166254,139482,8
166254,12717,9
166254,34363,10
166258,83417,10
166261,7293,10
166261,7291,10
166261,775,10
166261,5977,10
166261,7977,10
166261,3390,10
166261,96907,10
166261,219,10
166261,1436,10
166261,19812,10
166261,125084,10
166261,2861,10
166261,37832,10
166261,7866,10
166261,8887,10
166261,23436,10
166261,3283,10
166261,21155,10
166261,10234,10
166261,1663,10
166261,244379,10
166261,750,10
166261,87777,7
166261,250,10
166263,45010,8
166267,4788,9
166267,9330,7
166270,244383,10
166275,5591,3
166280,2087,9
166280,7405,3
166280,4142,5
166280,3649,7
166282,6198,10
166284,244385,7
166285,19213,9
166285,74913,6
166285,178882,5
166285,116452,5
166285,116902,8
166285,244386,5
166285,244387,9
166286,120241,5
166286,88657,6
166286,641,7
166286,633,9
166286,244388,5
166286,244389,7
166290,244394,10
166291,2745,5
166291,14892,9
166291,4270,9
166297,151698,8
166298,10981,8
166298,81245,8
166298,33148,6
166298,244395,7
166306,244396,7
166314,2762,8
166315,3711,5
166315,13215,9
166315,23637,9
166315,118913,7
166315,163797,9
166315,911,4
166315,7084,8
166315,5535,8
166315,163863,6
166317,212489,10
166317,188801,10
166318,24769,7
166318,23425,4
166318,14554,7
166318,1194,8
166318,10852,8
166318,83085,9
166318,4024,6
166318,5615,8
166318,548,7
166318,11934,8
166318,13242,7
166318,75226,9
166321,3424,7
166325,91238,8
166325,244401,9
166325,6668,6
166325,128810,8
166325,2919,8
166325,208292,7
166325,118291,6
166325,2360,6
166325,75376,6
166325,115122,9
166325,845,7
166325,7826,8
166325,5376,5
166325,938,8
166325,2423,9
166325,11285,7
166325,16464,8
166325,244437,8
166325,10990,8
166325,16300,7
166325,71173,9
166325,10090,8
166325,76235,8
166325,29786,8
166325,2411,7
166325,244453,7
166325,20663,7
166325,86093,7
166325,14675,8
166325,65583,6
166326,36,7
166326,473,8
166329,56092,9
166330,2969,8
166332,218916,10
166333,1385,8
166338,244482,10
166341,119132,7
166341,8687,8
166344,35994,9
166351,244483,6
166351,244484,3
166352,51033,8
166352,244486,7
166352,221274,5
166352,221213,4
166352,1615,7
166352,220361,7
166354,244487,6
166355,7794,9
166359,155272,10
166366,2408,4
166366,89469,5
166366,65811,9
166366,28405,5
166366,7866,6
166366,6007,10
166366,6013,5
166366,22537,5
166366,22536,8
166366,2915,6
166367,176634,7
166367,142683,5
166367,4956,6
166367,20518,5
166367,23558,10
166367,11889,7
166367,11715,10
166367,244490,5
166367,27489,10
166367,99369,6
166368,126333,10
166371,66726,5
166375,37462,7
166375,9932,10
166375,25273,10
166380,1551,8
166380,69663,8
166383,36272,10
166386,166829,8
166386,59549,9
166390,406,7
166390,1119,8
166394,2270,7
166396,3450,7
166398,1740,9
166399,3719,8
166404,188571,7
166406,3330,7
166408,3464,8
166412,79279,7
166413,148,8
166414,244494,8
166417,36011,8
166423,13045,5
166425,102376,8
166426,2270,8
166428,76455,7
166429,11287,7
166430,12028,6
166431,355,8
166433,3719,9
166441,2335,10
166444,88857,8
166445,8461,8
166446,100879,9
166447,28888,10
166449,148,9
166450,148,8
166451,121890,10
166454,81614,10
166456,9683,10
166465,8461,8
166479,244497,10
166482,75289,6
166482,207586,7
166482,179564,7
166482,1344,8
166482,58058,7
166482,101254,7
166482,149794,7
166486,1192,7
166492,1412,8
166494,31154,10
166494,84898,7
166494,164440,8
166494,694,7
166494,11204,7
166494,231,8
166494,202994,7
166494,244503,5
166494,244504,5
166494,413,8
166494,244505,6
166494,16033,9
166494,24199,6
166494,244506,9
166495,1664,8
166498,112726,8
166499,7624,10
166500,11214,4
166503,21236,7
166503,52,6
166503,14793,7
166503,6656,10
166503,10211,9
166503,31804,10
166507,8175,9
166507,244509,8
166507,54773,8
166507,50513,4
166507,20723,8
166507,159808,7
166507,58956,10
166507,40518,7
166507,122542,10
166507,3435,10
166507,17254,8
166507,17255,10
166507,10241,9
166507,7625,9
166507,108092,10
166507,51308,6
166507,244514,7
166507,244515,7
166507,27725,10
166508,143451,9
166508,97897,6
166508,244516,8
166508,31260,9
166508,54306,9
166508,167340,9
166508,116023,8
166508,75282,5
166508,8890,8
166508,168125,7
166508,244518,8
166508,200334,8
166508,49221,10
166508,53245,9
166508,22320,9
166508,244519,6
166508,116030,8
166508,244520,8
166508,244521,7
166508,52501,8
166512,1469,9
166512,464,7
166512,5218,6
166512,71167,6
166512,3759,7
166512,3462,6
166512,6358,6
166512,7665,6
166512,1056,7
166513,215878,10
166513,694,9
166513,9188,8
166513,19695,9
166523,17833,9
166523,11945,9
166523,244523,10
166523,244524,10
166523,244525,5
166523,244526,10
166524,355,9
166525,553,8
166525,2127,6
166525,21174,7
166525,53864,8
166525,63592,10
166525,3984,6
166525,58743,7
166529,3871,8
166533,12272,9
166539,206106,10
166540,11079,6
166542,54805,9
166542,244539,6
166544,179782,6
166544,243575,6
166549,4788,6
166549,6823,8
166549,12895,8
166549,5708,6
166549,11644,7
166549,23468,5
166549,29103,6
166552,132023,6
166552,244544,9
166554,14129,6
166554,2854,9
166554,2864,9
166554,2863,9
166554,2865,9
166557,6350,1
166558,244548,7
166558,59545,9
166558,659,8
166558,49720,8
166558,6349,8
166558,34639,8
166558,79825,8
166558,77503,8
166558,2360,5
166558,22210,8
166558,25624,9
166558,37969,8
166558,18923,8
166558,22194,8
166558,70528,5
166558,27773,7
166558,21158,8
166558,227,8
166558,8312,6
166558,6725,5
166558,16705,3
166558,28706,8
166558,68003,6
166558,186104,8
166558,5700,7
166558,14299,8
166558,6040,8
166558,63529,8
166558,54208,5
166558,2743,8
166558,69830,8
166558,11978,6
166558,5835,8
166558,51113,9
166558,30966,9
166558,3578,8
166558,19966,7
166558,750,7
166558,128624,5
166558,9554,5
166558,244550,7
166558,130135,9
166558,56027,7
166558,76568,6
166561,109136,8
166573,115124,2
166579,126570,7
166580,191103,6
166580,86952,8
166581,211746,8
166582,244555,8
166583,109942,4
166584,21464,7
166584,231,8
166586,1776,8
166586,12256,5
166587,302,7
166593,233654,8
166594,20261,7
166596,244557,10
166597,40910,8
166597,17543,8
166597,66139,2
166601,2579,8
166604,55657,8
166605,230953,5
166606,582,8
166606,18315,7
166606,15819,6
166608,947,9
166616,1977,7
166616,11177,9
166616,87124,9
166616,20120,8
166616,168283,8
166616,194681,8
166616,160770,9
166616,74155,8
166616,87489,8
166616,2503,7
166616,209418,8
166616,180569,8
166616,62803,9
166616,64373,8
166616,47003,8
166616,109068,9
166616,116172,9
166616,1624,8
166616,30772,6
166616,22304,8
166616,2847,9
166616,50899,9
166616,244563,8
166616,49261,9
166616,1569,8
166616,151900,9
166616,1339,7
166616,77942,8
166616,244565,6
166616,50701,8
166616,24380,8
166616,8368,9
166616,134883,7
166616,7339,4
166616,8381,8
166616,7021,9
166616,32710,7
166616,99472,8
166616,219933,8
166616,67,8
166616,155638,8
166616,167493,4
166616,61807,9
166616,46824,9
166616,244571,2
166616,107717,9
166616,15359,8
166616,113010,9
166616,24195,9
166616,250,9
166616,11323,8
166616,13541,10
166616,112993,9
166629,215590,6
166635,26,9
166639,15751,7
166640,25820,7
166640,700,4
166640,115194,5
166641,9501,8
166641,49433,7
166641,1770,7
166641,59825,4
166641,22850,6
166641,47170,6
166641,76940,5
166641,17539,7
166641,7953,4
166641,39825,6
166641,3977,7
166641,244581,4
166641,656,4
166641,10011,8
166641,49,9
166641,52,9
166641,26391,9
166641,62135,6
166641,14949,8
166641,34878,6
166641,17222,7
166641,19776,7
166641,107206,7
166641,5552,7
166641,60067,7
166641,163521,7
166641,60773,7
166641,134645,7
166641,20333,7
166641,141621,7
166641,189095,7
166641,87929,4
166641,59783,7
166641,8462,5
166641,158041,6
166641,11380,6
166641,76354,9
166641,8641,8
166641,7529,8
166641,21016,8
166641,244596,5
166641,244597,7
166641,80489,3
166641,120134,7
166641,75347,8
166641,39572,6
166641,22823,9
166641,28437,7
166641,26369,7
166641,21152,8
166641,76364,7
166641,32010,4
166648,9331,7
166651,129427,8
166655,143954,8
166655,91440,6
166655,244606,7
166655,53557,7
166660,222001,10
166663,202,7
166663,57861,7
166663,244607,9
166663,48663,8
166663,796,10
166663,244608,7
166663,244609,5
166663,135589,6
166664,244610,10
166664,233846,10
166664,88773,10
166664,14374,10
166664,6650,10
166664,3092,7
166664,3864,7
166664,4139,9
166664,2093,8
166664,16071,10
166664,244611,7
166664,244612,7
166664,9199,8
166664,67,9
166664,32983,8
166664,16652,10
166664,29407,9
166664,86494,9
166664,24195,9
166664,24196,10
166664,40437,9
166664,91529,7
166664,244614,10
166676,26072,10
166679,553,8
166679,4083,8
166679,1537,7
166679,1036,8
166680,86253,9
166682,2462,7
166684,6488,10
166684,244618,9
166685,118,8
166686,57450,9
166686,104280,4
166686,4569,8
166686,244619,4
166688,89085,9
166688,52800,8
166688,325,5
166688,2888,8
166688,8829,9
166688,244620,5
166689,2413,9
166689,7651,10
166692,7699,8
166693,8170,8
166699,11909,3
166704,35062,8
166704,63412,5
166718,4291,7
166725,47601,8
166729,2423,7
166732,244625,5
166739,20227,7
166743,512,9
166747,91931,9
166748,244629,3
166748,244630,9
166748,220039,8
166748,244631,9
166748,12402,9
166748,244632,5
166748,21010,9
166748,244633,9
166748,13311,8
166748,14364,7
166748,1736,8
166748,302,9
166748,115808,10
166748,244634,3
166748,3434,8
166748,6275,10
166748,6870,10
166748,5464,10
166748,126427,10
166748,86217,6
166748,244635,8
166748,189335,9
166748,244636,8
166748,2593,8
166748,244637,9
166748,99468,7
166748,244638,7
166748,244639,8
166748,78944,9
166748,244640,7
166748,244641,8
166748,110284,10
166748,244643,10
166748,5412,9
166748,244644,7
166748,191868,9
166749,184217,6
166750,38737,9
166750,9390,7
166752,69014,10
166761,244646,7
166762,179960,9
166768,7406,8
166769,169224,2
166770,73870,8
166770,7410,7
166770,35861,7
166770,7597,7
166770,47,4
166770,12256,7
166770,40186,8
166770,412,9
166770,118,7
166770,3422,10
166770,35581,7
166770,1413,9
166773,97684,8
166775,5673,9
166783,244647,8
166783,8621,8
166789,5431,9
166789,5783,8
166789,118,6
166789,245852,10
166798,18214,9
166804,105428,7
166806,557,6
166810,65454,8
166812,194478,9
166812,13261,10
166814,15132,10
166817,1982,7
166817,4185,6
166817,1056,7
166827,87201,8
166829,180929,10
166830,3207,7
166844,72262,10
166844,153709,10
166845,1009,10
166845,9693,8
166849,141741,2
166853,20979,1
166855,2579,5
166855,6949,7
166855,142000,10
166855,245867,5
166858,245869,7
166858,1555,10
166858,245870,8
166859,6642,6
166859,21229,7
166859,1370,5
166860,11706,6
166860,212579,5
166860,10097,9
166860,475,7
166860,1036,8
166860,12751,4
166860,1897,10
166861,16934,9
166861,25883,8
166861,8052,8
166861,19124,10
166861,6341,8
166861,17788,10
166861,222,9
166861,25720,8
166861,61034,9
166861,57649,9
166861,22079,9
166861,22767,7
166865,245871,10
166865,202317,10
166865,70977,5
166865,64002,7
166865,245875,10
166868,7043,6
166875,1478,3
166875,1339,5
166875,61912,8
166875,37869,7
166891,90495,4
166892,245880,8
166907,1339,6
166911,245897,10
166915,115932,5
166915,245898,5
166915,228647,5
166915,27025,5
166915,179767,5
166918,1596,7
166924,21520,1
166933,110112,7
166933,109054,7
166933,94165,7
166933,26966,8
166933,88830,10
166933,79196,6
166933,139530,8
166933,29247,8
166933,19695,9
166943,118626,5
166945,245899,8
166946,58006,7
166949,202132,7
166949,106250,5
166950,65379,5
166951,7794,4
166952,6444,8
166968,103496,6
166971,1891,1
166981,8770,8
166991,4235,7
166991,493,7
166992,357,9
166995,6745,10
167004,24978,10
167004,5557,9
167006,14362,3
167009,19860,6
167012,244,10
167012,8671,10
167012,3982,10
167015,7068,8
167018,401,9
167018,4743,7
167018,5034,8
167018,700,9
167018,22223,8
167018,2946,9
167018,137752,7
167018,3987,7
167018,2322,8
167018,136381,10
167018,2124,8
167018,6864,8
167018,245910,7
167018,245911,7
167018,4630,9
167018,3023,8
167018,232944,6
167018,151907,7
167019,6523,6
167019,245914,6
167020,4081,8
167021,30906,9
167022,59787,5
167022,17566,5
167022,20395,5
167022,245918,7
167022,245920,5
167022,227238,5
167022,102159,7
167022,245921,7
167022,1276,5
167022,245922,7
167022,65180,8
167022,76,8
167022,245923,10
167022,185541,7
167023,76154,8
7,30,7
24,46,7
25,49,8
29,52,9
31,60,7
31,62,9
35,63,7
37,65,7
38,71,10
42,76,5
43,78,8
45,83,5
48,91,7
48,92,8
48,93,10
52,96,8
52,97,8
52,98,7
52,100,6
52,101,10
52,102,3
52,103,9
52,104,10
58,110,5
61,112,7
61,113,9
61,114,9
61,115,8
61,116,8
61,117,9
61,118,10
61,119,5
68,94,10
71,120,7
73,122,10
89,134,9
89,135,4
89,114,5
95,141,4
97,144,6
99,15265,8
99,15264,9
99,12001,7
99,15262,9
99,147,8
100,148,10
104,150,7
112,154,6
119,158,8
121,159,6
125,163,7
125,164,9
127,167,8
127,168,4
127,169,6
127,170,6
133,175,10
133,176,10
133,177,9
133,178,10
133,179,8
133,180,10
133,181,9
133,182,10
133,183,10
133,184,10
133,185,9
133,186,7
133,187,9
133,188,10
133,192,7
133,194,8
133,195,8
133,196,7
133,197,9
133,199,10
133,200,6
133,201,7
136,251,7
143,15334,7
143,15368,9
143,15398,7
143,9649,7
143,15371,5
143,355,9
143,9318,9
143,15402,5
143,15403,5
143,15404,6
143,10936,5
143,15421,5
143,15425,4
143,15422,5
143,15400,7
143,15407,6
143,15356,8
143,15369,9
143,269,7
143,15389,9
143,274,9
143,275,9
143,276,8
143,1160,10
143,15357,7
143,15393,8
143,15314,10
143,4207,9
143,277,9
143,15373,8
143,15302,8
143,2946,9
143,5391,9
143,3434,9
143,3810,9
143,6275,9
143,5390,9
143,15367,5
143,6044,8
143,14650,6
143,282,7
143,2085,9
143,285,8
143,15397,8
143,15399,8
143,2786,9
143,2762,9
143,12649,8
143,475,7
143,9184,8
143,15386,7
143,15375,9
143,15284,9
143,15276,9
143,15377,8
143,300,9
143,15362,9
153,308,7
153,310,7
153,312,7
153,313,8
156,316,6
161,317,7
161,318,6
169,329,4
182,333,5
186,336,6
188,337,8
191,338,9
192,340,8
197,342,6
204,344,8
204,345,4
205,346,7
206,38,9
208,350,8
211,351,7
211,352,5
216,395,2
216,396,6
216,398,10
216,400,9
216,240249,9
217,402,8
217,134,3
217,403,6
217,404,6
217,407,8
217,409,7
217,410,10
217,411,10
217,412,10
217,414,9
217,415,8
217,417,8
217,418,7
217,419,4
217,420,5
217,421,8
217,422,7
220,424,10
220,426,7
220,427,9
220,15258,5
220,429,9
220,431,9
220,432,5
221,433,6
221,435,6
230,440,8
230,448,9
230,449,8
230,452,6
230,458,7
234,459,8
234,460,7
241,466,5
241,468,6
241,471,7
241,473,7
241,475,6
241,477,8
244,479,4
245,485,7
245,487,5
248,491,8
248,492,10
248,493,7
251,499,7
251,500,7
251,502,7
251,503,8
263,534,8
268,542,10
276,134,8
276,556,8
276,557,7
280,582,8
281,584,8
281,586,8
284,587,10
285,589,10
285,590,8
287,10008,10
287,37676,8
287,17960,7
287,29813,8
287,5782,10
287,68914,10
287,4143,10
287,57878,10
287,240257,10
287,11503,8
287,637,10
287,240258,10
287,77707,10
287,240256,10
287,3210,10
289,603,9
289,598,7
289,607,8
289,596,8
289,594,7
289,597,8
289,595,8
289,605,8
289,604,9
289,608,7
289,606,8
290,655,6
290,656,7
291,657,5
296,660,8
303,661,10
309,663,8
321,670,8
339,693,9
339,695,9
339,226,9
339,694,10
339,696,8
339,692,7
340,698,10
340,697,8
357,711,6
357,709,7
360,722,7
360,720,10
360,718,9
360,721,10
360,712,9
360,717,10
360,719,9
360,715,8
361,112386,7
361,725,10
368,15490,10
368,749,9
368,760,10
368,15489,10
368,15495,10
368,744,10
368,5986,9
368,406,10
368,205,10
368,775,9
368,90,10
368,818,10
368,15492,10
368,2288,9
368,741,10
368,773,10
368,767,10
368,781,8
368,15494,10
368,754,8
368,766,9
368,15491,9
368,737,10
368,735,10
368,745,10
368,772,8
368,778,9
368,743,9
368,757,10
368,736,9
368,11802,9
368,762,10
368,763,10
368,747,8
368,768,9
368,748,8
368,761,8
368,739,7
368,758,9
368,756,10
368,15493,10
368,746,10
368,755,10
368,13635,10
368,1984,9
368,3086,7
368,3052,10
368,740,9
368,774,9
368,753,10
368,777,7
368,2188,10
368,1126,8
368,764,9
370,788,7
370,15515,8
370,799,8
370,6287,9
370,15497,9
370,809,8
370,803,7
370,814,8
370,795,5
370,810,7
370,7790,7
370,797,8
370,792,8
370,815,8
370,15516,8
370,812,8
370,813,8
370,15496,9
370,811,8
370,7227,2
370,798,8
370,800,9
370,801,7
370,15505,8
370,15510,8
370,15503,8
370,15511,7
370,15513,7
370,790,8
370,15509,9
370,15512,7
370,805,10
370,15504,8
370,789,8
370,15500,7
370,15501,8
370,15502,8
370,15514,6
370,802,6
370,15499,7
370,15498,7
373,847,5
373,820,8
373,855,6
373,841,8
373,837,7
373,857,7
373,856,7
373,851,8
373,854,7
373,850,10
373,845,6
373,859,8
373,858,8
373,843,8
373,846,7
373,840,6
373,839,6
373,838,6
373,834,7
373,842,4
373,852,7
373,836,7
373,826,4
373,819,8
373,832,6
373,831,6
373,821,4
373,822,7
385,864,8
390,865,8
392,867,7
392,866,10
405,153322,5
405,885,9
405,884,6
405,887,10
405,889,10
405,888,10
405,406,3
405,899,7
405,883,9
405,886,9
405,891,4
405,892,5
405,894,4
405,893,4
405,895,4
405,900,10
405,896,10
405,880,9
405,882,6
405,881,10
405,890,9
408,904,6
408,906,5
408,903,6
409,909,10
416,920,5
416,921,10
416,922,10
416,923,10
418,946,5
420,952,4
420,954,6
420,950,7
420,960,9
420,947,9
420,957,8
420,953,8
420,959,8
420,962,9
420,961,10
420,17854,10
422,966,9
423,993,8
423,996,10
423,395,10
423,15525,9
423,15532,10
423,15521,10
423,994,3
423,975,8
423,988,10
423,1002,8
423,992,10
