User_Idx,Book_Idx,Book-Rating
166616,250,9
166616,11323,8
166616,13541,10
166616,112993,9
166641,10011,8
166641,49,9
166641,52,9
166641,26391,9
166641,62135,6
166641,14949,8
166641,34878,6
166641,17222,7
166641,19776,7
166641,107206,7
166641,5552,7
166641,60067,7
166641,163521,7
166641,60773,7
166641,134645,7
166641,20333,7
166641,141621,7
166641,189095,7
166641,87929,4
166641,59783,7
166641,8462,5
166641,158041,6
166641,11380,6
166641,76354,9
166641,8641,8
166641,7529,8
166641,21016,8
166641,244596,5
166641,244597,7
166641,80489,3
166641,120134,7
166641,75347,8
166641,39572,6
166641,22823,9
166641,28437,7
166641,26369,7
166641,21152,8
166641,76364,7
166641,32010,4
166664,67,9
166664,32983,8
166664,16652,10
166664,29407,9
166664,86494,9
166664,24195,9
166664,24196,10
166664,40437,9
166664,91529,7
166664,244614,10
166748,244634,3
166748,3434,8
166748,6275,10
166748,6870,10
166748,5464,10
166748,126427,10
166748,86217,6
166748,244635,8
166748,189335,9
166748,244636,8
166748,2593,8
166748,244637,9
166748,99468,7
166748,244638,7
166748,244639,8
166748,78944,9
166748,244640,7
166748,244641,8
166748,110284,10
166748,244643,10
166748,5412,9
166748,244644,7
166748,191868,9
167018,245911,7
167018,4630,9
167018,3023,8
167018,232944,6
167018,151907,7
167022,185541,7
133,188,10
133,192,7
133,194,8
133,195,8
133,196,7
133,197,9
133,199,10
133,200,6
133,201,7
143,15422,5
143,15400,7
143,15407,6
143,15356,8
143,15369,9
143,269,7
143,15389,9
143,274,9
143,275,9
143,276,8
143,1160,10
143,15357,7
143,15393,8
143,15314,10
143,4207,9
143,277,9
143,15373,8
143,15302,8
143,2946,9
143,5391,9
143,3434,9
143,3810,9
143,6275,9
143,5390,9
143,15367,5
143,6044,8
143,14650,6
143,282,7
143,2085,9
143,285,8
143,15397,8
143,15399,8
143,2786,9
143,2762,9
143,12649,8
143,475,7
143,9184,8
143,15386,7
143,15375,9
143,15284,9
143,15276,9
143,15377,8
143,300,9
143,15362,9
217,419,4
217,420,5
217,421,8
217,422,7
287,240256,10
287,3210,10
368,2288,9
368,741,10
368,773,10
368,767,10
368,781,8
368,15494,10
368,754,8
368,766,9
368,15491,9
368,737,10
368,735,10
368,745,10
368,772,8
368,778,9
368,743,9
368,757,10
368,736,9
368,11802,9
368,762,10
368,763,10
368,747,8
368,768,9
368,748,8
368,761,8
368,739,7
368,758,9
368,756,10
368,15493,10
368,746,10
368,755,10
368,13635,10
368,1984,9
368,3086,7
368,3052,10
368,740,9
368,774,9
368,753,10
368,777,7
368,2188,10
368,1126,8
368,764,9
370,815,8
370,15516,8
370,812,8
370,813,8
370,15496,9
370,811,8
370,7227,2
370,798,8
370,800,9
370,801,7
370,15505,8
370,15510,8
370,15503,8
370,15511,7
370,15513,7
370,790,8
370,15509,9
370,15512,7
370,805,10
370,15504,8
370,789,8
370,15500,7
370,15501,8
370,15502,8
370,15514,6
370,802,6
370,15499,7
370,15498,7
373,843,8
373,846,7
373,840,6
373,839,6
373,838,6
373,834,7
373,842,4
373,852,7
373,836,7
373,826,4
373,819,8
373,832,6
373,831,6
373,821,4
373,822,7
405,893,4
405,895,4
405,900,10
405,896,10
405,880,9
405,882,6
405,881,10
405,890,9
423,970,8
423,983,6
456,1100,8
456,231,8
456,1092,8
456,1091,8
456,1083,10
456,1093,8
456,1089,7
456,1103,10
456,1076,10
456,1080,8
488,151823,10
488,1147,3
509,669,10
509,37819,9
509,15579,5
509,1801,10
509,8140,9
509,15573,9
509,15578,9
509,1185,10
509,15564,9
509,962,6
509,2746,6
509,15559,8
509,2505,9
509,15546,10
509,14822,10
509,15537,10
509,15581,5
509,287,10
509,15549,10
509,1760,10
509,15535,10
509,1198,4
509,15570,10
509,94,9
509,1905,10
509,1186,5
509,15541,10
541,1306,6
541,15593,6
541,1296,10
541,1278,9
541,162,8
541,2531,8
541,1299,7
541,1285,5
541,1289,8
541,1276,8
541,1284,5
541,1297,7
589,5010,9
589,28451,8
589,1372,7
589,1377,8
589,1376,8
589,15613,7
589,15602,9
589,15612,8
589,637,9
589,12803,8
589,15604,9
589,15607,7
589,15614,6
589,241311,6
589,15616,10
589,15617,9
589,1375,5
657,1487,6
657,694,7
657,1493,5
657,1474,7
657,1483,7
657,1479,8
657,1489,6
657,1470,7
657,1497,7
657,1472,7
657,1480,7
714,1603,7
714,15630,9
714,15631,9
714,1600,9
714,1601,9
714,1614,10
714,1609,8
714,15647,6
714,1622,8
714,713,8
714,15624,5
714,1608,7
714,1613,9
714,15632,9
714,15649,9
714,1615,8
714,15639,8
714,15646,2
714,15633,9
714,15643,7
714,1604,8
714,15637,9
714,15626,6
714,1602,8
714,15640,8
714,15627,9
714,15628,9
714,15629,9
714,1611,10
714,15648,7
714,15642,9
714,15641,9
855,694,8
855,4948,7
855,6007,4
855,15755,10
855,1827,10
855,1821,10
855,15742,8
855,1833,9
855,15761,7
855,2014,4
855,291,8
855,637,8
855,238,5
855,15768,9
855,1832,9
855,15752,5
855,1413,10
855,1835,4
855,15759,5
855,1829,6
855,15753,5
855,1822,6
855,15765,7
855,1815,10
855,15767,7
855,1816,7
855,26,5
855,15743,6
855,244,10
855,15757,5
855,1812,4
855,15745,3
855,15735,6
921,1933,9
921,1914,8
941,1957,6
941,1967,4
941,1958,5
1000,2036,10
1000,2058,10
1000,2031,1
1000,1657,5
1000,15774,8
1000,4475,10
1000,2034,10
1000,15773,8
1000,2041,6
1000,15771,8
1000,2056,10
1037,15863,5
1037,15840,9
1037,15778,4
1037,1321,9
1037,15838,8
1037,15854,8
1037,15860,10
1037,2123,10
1037,2113,6
1037,2126,7
1037,15787,7
1037,2122,7
1037,2120,8
1037,2119,6
1037,2136,6
1037,2138,8
1037,15826,10
1037,15830,5
1037,15793,8
1037,2144,5
1037,15780,10
1037,15783,8
1037,15786,7
1037,15776,5
1037,2143,6
1037,2131,10
1037,2125,7
1037,2111,9
1037,2134,7
1037,15781,4
1037,2145,6
1037,15855,7
1037,3989,9
1037,15817,8
1037,567,7
1037,15800,9
1037,15867,8
1037,15859,2
1037,6607,7
1037,979,5
1037,15801,7
1037,5116,8
1037,2116,1
1037,15851,9
1037,2140,5
1037,15827,10
1037,15847,5
1037,15842,10
1037,15837,10
1037,15819,8
1037,15812,8
1037,2761,9
1037,2115,8
1037,15796,7
1037,15815,5
1037,15822,7
1037,15832,8
1037,15779,7
1037,15831,8
1037,15810,9
1037,2124,10
1037,5866,9
1037,15862,7
1037,15864,5
1037,15799,10
1037,587,8
1037,15798,10
1037,15828,9
1037,15861,10
1037,15856,9
1037,15848,5
1037,15813,8
1037,26,1
1037,13664,7
1037,15849,8
1037,17532,7
1037,2112,9
1037,2142,6
1112,2229,6
1112,2239,10
1112,2228,10
1112,15870,10
1112,15869,10
1112,2235,10
1112,2234,10
1112,2225,5
1112,107,10
1112,2245,10
1112,2236,10
1112,2232,8
1112,2212,8
1112,2237,7
1112,2220,10
1112,15872,7
1112,2242,10
1112,15871,9
1142,1101,10
1142,2296,10
1142,15953,10
1142,1125,10
1142,15928,9
1142,2305,10
1142,15935,2
1142,15897,10
1142,15925,10
1142,15946,9
1142,13821,6
1142,9247,10
1142,2295,10
1142,2303,10
1142,2299,8
1142,15951,8
1142,15882,10
1142,15899,10
1142,15939,10
1142,15929,1
1142,2291,3
1142,15940,10
1142,15900,8
1142,2292,6
1142,15918,10
1142,2298,10
1142,2212,10
1142,15947,7
1142,15948,1
1142,15958,8
1142,15904,10
1142,2312,9
1142,2304,10
1142,15941,6
1142,15943,10
1142,15910,10
1142,2309,1
1142,2320,10
1142,15931,9
1142,15957,5
1222,2429,9
1222,2445,5
1222,2426,9
1222,2441,8
1222,2430,9
1222,2446,8
1222,2431,8
1222,15959,5
1222,2447,8
1222,2437,8
1222,2443,9
1227,2459,10
1227,2481,10
1227,1378,10
1227,15966,10
1227,2460,10
1227,2461,10
1227,2462,10
1227,2463,10
1227,15968,10
1227,2454,10
1227,2480,10
1227,2456,10
1227,2449,10
1227,2475,10
1227,2474,10
1227,2466,10
1227,2455,10
1227,2473,10
1227,2472,10
1227,2471,10
1227,2470,10
1227,2469,10
1227,2476,10
1227,15967,10
1227,2467,10
1227,2458,10
1227,2453,10
1227,2451,10
1227,2452,10
1227,15969,10
1227,2464,10
1227,2486,10
1227,2457,10
1227,2468,5
1230,1367,10
1230,28333,7
1230,16042,6
1230,16031,10
1230,15997,8
1230,16037,9
1230,14374,10
1230,16040,10
1230,2503,5
1230,6805,10
1230,16043,10
1230,16017,10
1230,6651,6
1230,5391,9
1230,3810,9
1230,5390,9
1230,5464,9
1230,15973,7
1230,3659,10
1230,3660,10
1230,8951,8
1230,16022,10
1230,16025,10
1230,16024,10
1230,16023,10
1230,6649,10
1230,2511,10
1230,16058,6
1230,16032,10
1230,9115,8
1230,2786,9
1230,16050,2
1230,16051,2
1230,16036,10
1230,16071,10
1230,2497,10
1230,16057,6
1230,3700,10
1230,16070,7
1230,2496,8
1230,16029,10
1230,15974,7
1230,2508,7
1230,2490,7
1230,16041,7
1230,3657,10
1230,2512,10
1230,2495,8
1230,16048,8
1230,2499,9
1230,16000,7
1230,16005,10
1230,12576,10
1230,16001,10
1230,16003,10
1230,16002,10
1230,15105,10
1230,14464,8
1230,16009,8
1230,16010,8
1230,16007,8
1230,16008,8
1230,15998,10
1230,2973,10
1230,15999,9
1230,16004,10
1230,15996,7
1230,4338,10
1230,3890,10
1230,1705,9
1230,15053,10
1230,15056,10
1230,15047,10
1230,16027,9
1230,16030,10
1230,16047,5
1230,16044,8
1230,15994,10
1230,3272,10
1230,15993,10
1230,4194,9
1230,15990,10
1230,15991,10
1230,15988,10
1230,16016,10
1230,15989,5
1230,12367,8
1230,16015,9
1230,16014,9
1230,15987,8
1230,4228,10
1230,15986,8
1230,16011,9
1230,15985,9
1230,16063,8
1230,15984,8
1230,16012,9
1230,15982,10
1230,15983,8
1230,16062,8
1230,15992,10
1230,16013,10
1230,2501,8
1230,16033,9
1230,16069,5
1230,16067,6
1230,16059,10
1230,16038,10
1230,4432,10
1230,2510,10
1230,16028,10
1230,16034,10
1230,16039,9
1230,187878,7
1230,2500,7
1230,16035,10
1272,2602,7
1312,2769,10
1312,2797,9
1312,2766,9
1312,2772,9
1312,2791,8
1312,2788,10
1312,16167,9
1312,16170,8
1312,2783,8
1312,16166,9
1369,16284,8
1369,10525,10
1369,16302,9
1369,16351,8
1369,16350,9
1369,16438,9
1369,16378,10
1369,16367,8
1369,16397,9
1369,16220,10
1369,16440,8
1369,16444,7
1369,16360,10
1369,16451,7
1369,16416,8
1369,208,9
1369,16484,9
1369,15823,9
1369,16263,9
1369,3148,9
1369,16427,3
1369,16283,10
1369,16485,9
1369,16429,8
1369,16303,8
1369,745,5
1369,16461,7
1369,16466,5
1369,16460,10
1369,16467,8
1369,13948,10
1369,16410,7
1369,16384,8
1369,16472,9
1369,16369,10
1369,16383,9
1369,16298,4
1369,16450,5
1369,16424,6
1369,16368,10
1369,16364,9
1369,16257,8
1369,16299,8
1369,5915,8
1369,16277,10
1369,7742,9
1369,47,4
1369,16430,8
1369,16431,8
1369,16405,10
1369,13752,7
1369,3266,10
1369,1785,10
1369,14572,6
1369,16423,9
1369,16256,10
1369,16297,9
1369,1167,9
1369,16358,8
1369,16401,9
1369,16402,9
1369,7371,8
1369,16323,10
1369,16295,5
1369,1844,9
1369,3699,10
1369,16264,8
1369,16464,7
1369,16304,10
1369,16275,10
1369,16478,10
1369,16300,9
1369,16421,9
1369,16425,8
1369,16340,10
1369,16456,5
1369,16282,10
1369,16327,9
1369,16433,7
1369,10350,10
1369,16387,9
1369,16482,9
1369,16446,5
1369,16252,10
1369,16251,10
1369,16222,10
1369,16253,5
1369,3658,10
1369,3660,10
1369,16024,9
1369,16305,7
1369,16393,10
1369,16285,7
1369,16331,8
1369,16329,10
1369,16366,8
1369,2860,8
1369,16463,5
1369,16445,7
1369,16389,9
1369,2858,10
1369,16422,8
1369,16457,6
1369,9344,10
1369,16493,6
1369,16407,8
1369,16266,7
1369,15464,10
1369,8286,8
1369,7643,9
1369,145,10
1369,1058,9
1369,1582,10
1369,1581,10
1369,2593,8
1369,16476,5
1369,16385,7
1369,7020,10
1369,16399,9
1369,16057,10
1369,16417,9
1369,16374,9
1369,16459,7
1369,16372,9
1369,16373,9
1369,16408,9
1369,16465,10
1369,13416,5
1369,16330,9
1369,16359,10
1369,16409,9
1369,12359,9
1369,13204,5
1369,16473,5
1369,16309,7
1369,16406,10
1369,16381,7
1369,16439,7
1369,16365,8
1369,16371,9
1369,3103,10
1369,16312,8
1369,16325,10
1369,16474,9
1369,8080,9
1369,16259,6
1369,16274,10
1369,16489,8
1369,16301,10
1369,16272,7
1369,477,10
1369,3410,8
1369,2979,8
1369,16436,7
1369,16492,10
1369,16470,5
1369,16339,8
1369,16455,6
1369,16414,4
1369,16415,5
1369,16278,10
1369,16313,10
1369,16315,8
1369,16269,10
1369,16267,10
1369,16268,10
1369,16270,10
1369,16265,10
1369,15988,10
1369,12367,10
1369,15987,10
1369,15986,10
1369,16392,8
1369,16411,3
1369,16293,8
1369,16316,10
1369,16345,8
1369,16333,6
1369,16469,8
1369,16458,4
1369,16332,10
1369,16296,10
1369,11960,10
1377,2927,10
1392,2946,5
1392,2972,9
1392,2952,8
1392,175,7
1392,2971,8
1392,2962,7
1392,2970,6
1392,2969,8
1392,2950,6
1392,2973,9
1392,2957,7
1392,2954,6
1392,2960,7
1392,2951,7
1392,2961,6
1406,2998,9
1406,3000,10
1406,2995,10
1406,3001,10
1420,16494,7
1420,3060,7
1420,16510,6
1420,16496,7
1420,16525,8
1420,16509,8
1420,3018,8
1420,16520,7
1420,16521,6
1424,3066,9
1424,3069,9
1424,3073,9
1424,3071,9
1424,3079,9
1424,3078,9
1424,3070,9
1424,3082,5
1424,1113,9
1642,1556,9
1642,16653,6
1642,1435,7
1642,16545,9
1642,16543,9
1642,16537,9
1642,5988,5
1642,16534,9
1642,5569,8
1642,3987,8
1642,900,8
1642,7417,8
1642,1935,7
1642,3358,7
1642,37,10
1642,2422,6
1642,16579,8
1642,4122,7
1642,38,9
1642,16622,9
1642,16624,8
1642,2419,7
1642,3357,7
1642,1557,8
1642,16639,7
1642,3399,6
1642,16654,8
1642,2962,5
1642,3435,6
1642,16538,9
1642,16542,9
1642,16539,9
1642,691,10
1642,16594,8
1642,16596,9
1642,16641,9
1642,16572,9
1642,16664,10
1642,16590,10
1642,16575,8
1642,1405,8
1642,16606,7
1642,16582,10
1642,16600,8
1642,16598,7
1642,16557,8
1642,16648,9
1642,16660,7
1642,14873,8
1642,16643,7
1642,16587,6
1642,16591,9
1642,3375,8
1642,16580,8
1642,16564,9
1642,16563,9
1642,16530,9
1642,16531,8
1642,16583,8
1642,16565,6
1642,26,6
1642,16649,8
1642,16651,9
1642,8671,7
1642,16588,10
1642,16532,8
1642,16663,8
1642,7075,7
1642,16560,7
1642,8952,8
1642,16626,9
1642,3354,8
1642,16573,7
1783,1404,5
1783,1537,3
1783,14010,9
1783,16735,8
1783,1484,3
1783,16854,7
1783,16760,10
1783,16833,8
1783,1898,9
1783,9387,8
1783,3553,8
1783,409,8
1783,16837,8
1783,231,7
1783,16844,7
1783,16832,10
1783,5886,6
1783,24429,10
1783,16842,8
1783,16747,5
1783,16824,9
1783,1916,6
1783,475,9
1783,8600,10
1783,16772,3
1783,16773,6
1783,5458,6
1783,16775,10
1783,16774,4
1783,241331,2
1783,6166,10
1783,16770,10
1783,16783,7
1783,7465,10
1783,16812,8
1783,16757,8
1783,16792,9
1783,16810,5
1783,16809,7
1783,16784,9
1783,16807,10
1783,16748,5
1783,16811,10
1783,16829,8
1783,16841,10
1783,241328,10
1783,16808,8
1892,3688,9
1892,16858,10
1892,2332,9
1892,2521,5
1902,3746,8
1902,3725,9
1902,3726,8
1902,900,10
1902,6781,10
1902,3742,7
1902,3724,7
1902,3733,8
1902,16868,5
1902,1990,7
1902,16876,8
1902,3740,10
1902,3734,10
1902,16866,10
1902,3739,10
1902,3411,9
1902,80664,6
1902,3736,6
1902,3743,7
1902,16869,7
1902,235015,10
1902,3741,6
1902,5268,6
1902,3731,8
1902,2212,10
1902,245930,6
1989,782,9
1989,11421,9
1989,871,8
1989,3792,9
1989,180841,8
1989,3794,9
1989,3790,9
1989,3793,9
2030,4745,8
2030,3891,6
2030,1160,6
2030,91606,7
2030,16909,7
2030,16917,9
2030,16908,8
2030,3904,7
2030,16907,8
2030,3898,6
2030,3897,6
2030,3890,9
2030,3893,8
2030,3901,7
2030,1705,10
2030,3888,10
2030,15055,9
2030,16906,6
2030,3885,10
2030,3889,10
2039,17502,9
2039,17467,9
2039,17469,10
2039,17503,6
2039,17409,7
2039,17404,10
2039,17157,10
2039,16964,10
2039,4493,10
2039,17292,10
2039,52139,8
2039,17015,8
2039,3908,10
2039,119294,10
2039,17263,10
2039,857,10
2039,17408,10
2039,17095,8
2039,17135,7
2039,4993,8
2039,9859,10
2039,1521,9
2039,16935,8
2039,16951,10
2039,17335,10
2039,16985,8
2039,17108,8
2039,1291,8
2039,1527,10
2039,490,10
2039,17183,10
2039,16962,10
2039,16941,9
2039,245936,9
2039,17470,10
2039,15468,10
2039,14000,9
2039,17438,8
2039,17466,9
2039,17492,8
2039,3573,10
2039,3948,9
2039,17127,9
2039,17241,9
2039,694,10
2039,17012,10
2039,282,10
2039,17490,9
2039,17504,8
2039,16932,8
2039,17176,9
2039,17485,8
2039,9675,10
2039,17047,10
2039,17045,10
2039,17042,10
2039,17511,9
2039,17486,10
2039,17446,10
2039,17450,10
2039,17424,8
2039,1135,9
2039,17509,7
2039,17039,9
2039,3435,8
2039,17242,9
2039,17487,4
2039,17494,10
2039,17484,10
2039,17327,8
2039,17235,9
2039,12469,9
2039,17054,9
2039,17393,10
2039,17398,8
2039,17284,10
2039,16986,8
2039,17234,9
2039,16999,8
2039,16971,10
2039,17495,8
2046,17529,9
2046,1664,9
2046,1306,10
2046,3975,6
2046,17528,9
2046,3976,6
2046,3997,6
2046,3996,6
2046,17548,6
2046,17547,5
2046,17519,10
2046,136,7
2046,17526,9
2046,12020,7
2046,3974,7
2046,3985,7
2046,3980,8
2046,3999,9
2046,17540,8
2046,121,10
2046,1550,7
2046,17393,9
2046,17520,5
2046,17525,6
2046,17553,8
2048,12771,8
2048,180819,6
2048,1837,3
2048,4009,5
2048,11504,7
2048,89100,7
2048,2276,5
2048,39804,6
2048,2506,7
2048,120973,7
2048,2207,8
2048,19,10
2048,4006,5
2048,245939,3
2048,26981,6
2048,118,5
2048,237,5
2048,4000,7
2048,16052,5
2152,241349,7
2152,52079,9
2152,4133,8
2152,241352,7
2152,241354,5
2152,241346,6
2152,241357,10
2152,241353,9
2162,17572,6
2162,3346,10
2162,3345,10
2162,10429,10
2162,4166,10
2162,3956,10
2162,4176,10
2162,4169,10
2162,4167,10
2162,17569,10
2162,17570,7
2162,17571,10
2162,4164,8
2178,4210,10
2178,4204,9
2178,4202,10
2230,4317,10
2230,4316,10
2230,7044,6
2230,7045,4
2230,4314,7
2230,4311,10
2230,17585,9
2264,4352,6
2264,4365,7
2264,4357,8
2264,4361,8
2336,1014,9
2336,2504,8
2336,335,10
2336,2862,8
2336,4467,7
2336,4468,8
2336,4745,7
2336,17701,8
2336,6009,7
2336,6011,5
2336,4461,10
2336,17714,8
2336,4449,9
2336,4465,10
2336,1391,10
2336,17685,7
2336,2033,10
2336,2036,10
2336,4451,8
2336,17717,7
2336,4485,7
2336,4464,8
2336,17702,7
2336,8420,8
2336,8419,8
2336,4470,7
2336,4469,6
2336,17699,9
2336,17716,8
2336,17687,7
2336,17695,10
2336,17719,10
2336,17709,10
2336,17718,9
2336,17720,10
2336,7308,10
2336,17691,5
2336,17693,7
2336,4452,6
2336,17684,8
2336,4456,7
2336,3657,10
2336,2512,10
2336,17710,9
2336,17722,8
2336,5925,10
2336,4459,10
2336,1333,8
2336,4448,9
2336,4484,6
2336,4472,7
2336,2797,7
2336,4477,8
2336,4457,7
2336,13042,10
2336,4458,8
2346,4494,6
2346,4495,7
2346,4519,8
2346,4505,10
2346,4522,9
2346,702,10
2388,4607,7
2388,4601,7
2388,4600,7
2388,4588,8
2388,4597,10
2388,4598,7
2388,4596,7
2388,1690,8
2388,4590,8
2388,4606,7
2388,4609,6
2388,4610,8
2448,17769,10
2448,12905,10
2448,4723,10
2448,17763,10
2448,15214,10
2448,1105,10
2448,1419,10
2448,5034,9
2448,703,10
2448,4603,9
2448,17761,9
2448,4722,10
2448,4735,5
2448,4719,9
2448,3017,5
2448,4731,9
2448,21400,8
2448,17292,9
2448,17753,10
2448,17785,10
2448,17779,9
2448,3908,10
2448,9285,10
2448,406,10
2448,17757,10
2448,1496,10
2448,7475,5
2448,17760,10
2448,17771,10
2448,857,8
2448,17730,9
2448,17743,9
2448,17736,9
2448,17788,10
2448,4509,9
2448,467,10
2448,8343,9
2448,1063,10
2448,4727,10
2448,11207,10
2448,4730,10
2448,17744,10
2448,14850,9
2448,1404,10
2448,211,9
2448,1685,10
2448,12426,10
2448,2266,9
2448,4721,10
2448,17775,6
2448,3778,8
2448,17755,8
2448,336,9
2448,17778,9
2448,17749,9
2448,2513,9
2448,17780,9
2448,4706,10
2448,4738,8
2448,11329,10
2448,17750,8
2448,952,10
2448,1776,10
2448,9320,9
2448,4718,10
2448,17773,10
2448,17781,10
2448,8869,9
2448,17762,8
2448,17774,9
2448,4726,10
2448,17156,9
2448,3429,8
2448,17745,10
2448,37,10
2448,2422,7
2448,101,10
2448,8866,8
2448,228,8
2448,4720,6
2448,2972,9
2448,2845,5
2448,17767,9
2448,6327,10
2448,17731,10
2448,17776,8
2448,17727,9
2448,5137,10
2448,17746,9
2448,17728,10
2448,17740,10
2448,4733,5
2448,7160,10
2448,739,8
2448,1360,10
2448,1036,10
2448,17739,10
2448,4729,10
2448,17734,9
2448,17754,9
2448,17770,9
2448,17737,9
2448,17733,8
2448,1905,10
2448,11208,8
2448,4693,10
2448,637,10
2448,2524,10
2448,3755,5
2448,9270,8
2448,4734,10
2448,9097,7
2448,17766,10
2448,17789,10
2448,121,10
